GEOHASH,LATITUDE,LONGITUDE,MEAN_DAILY_VEHICLES,MEAN_SPEED,PEAK_HOUR_VEHICLES
sx7czx,41.1300659179688,28.1085205078125,124.91242937853107,79.0094454189718,57.0
sx7fkq,41.2124633789063,27.9656982421875,992.0112994350283,95.08146639511202,156.0
sx7fkw,41.2124633789063,27.9766845703125,1581.2028169014084,93.36738115195784,235.0
sx7fky,41.2124633789063,27.9876708984375,1454.349295774648,92.51377245508982,219.0
sx7fme,41.1959838867188,28.0206298828125,737.1183098591549,91.39551881140666,147.0
sx7fmg,41.1959838867188,28.0316162109375,1342.59604519774,94.48310972688068,215.0
sx7fmj,41.2069702148438,27.9986572265625,1664.1581920903955,88.9355534259703,254.0
sx7fmk,41.2014770507813,28.0096435546875,1029.8926553672316,89.97592526051024,182.0
sx7fmm,41.2069702148438,28.0096435546875,1432.8107344632767,88.18423574508864,230.0
sx7fmn,41.2124633789063,27.9986572265625,894.0169014084507,91.1125748502994,167.0
sx7fms,41.2014770507813,28.0206298828125,1194.7062146892656,90.38188787733588,209.0
sx7fp8,41.1355590820313,28.1085205078125,103.86440677966101,77.09810907097835,47.0
sx7fp9,41.1410522460938,28.1085205078125,95.97175141242938,80.79724137931035,35.0
sx7fpd,41.1465454101563,28.1085205078125,93.37393767705383,83.71923076923076,30.0
sx7fpe,41.1520385742188,28.1085205078125,91.63276836158192,79.85492085340674,35.0
sx7fpm,41.1630249023438,28.0975341796875,48.31638418079096,80.03683156110341,25.0
sx7fpp,41.1740112304688,28.0865478515625,63.92351274787536,78.36561778290994,27.0
sx7fpq,41.1685180664063,28.0975341796875,72.21751412429379,83.09361280271916,34.0
sx7fpr,41.1740112304688,28.0975341796875,34.844632768361585,82.1729804532088,16.0
sx7fps,41.1575317382813,28.1085205078125,106.53672316384181,72.15488762523694,48.0
sx7fpt,41.1630249023438,28.1085205078125,91.0677966101695,76.16412789899822,40.0
sx7fpy,41.1685180664063,28.1195068359375,1565.2225352112675,90.73601628937597,239.0
sx7fpz,41.1740112304688,28.1195068359375,1485.2647887323944,92.50197628458498,250.0
sx7fq5,41.1959838867188,28.0426025390625,961.45197740113,89.89625014975441,175.0
sx7fqf,41.1904907226563,28.0755615234375,57.867231638418076,72.63350707371556,22.0
sx7fqg,41.1959838867188,28.0755615234375,1528.231638418079,86.22912923703437,237.0
sx7fqk,41.2014770507813,28.0535888671875,664.9830508474577,85.94596213755092,137.0
sx7fqs,41.2014770507813,28.0645751953125,1144.4378531073446,90.89553132862106,202.0
sx7fqu,41.2014770507813,28.0755615234375,2483.8394366197185,67.72530235899892,379.0
sx7fqv,41.2069702148438,28.0755615234375,1188.0366197183098,78.76467768991134,184.0
sx7fqx,41.2179565429688,28.0645751953125,926.0535211267605,81.04996405463694,162.0
sx7fqy,41.2124633789063,28.0755615234375,1062.8225352112677,87.99568603954464,167.0
sx7fqz,41.2179565429688,28.0755615234375,299.38700564971754,86.12481910274964,83.0
sx7fr0,41.1795043945313,28.0865478515625,109.54237288135593,73.72001086808858,47.0
sx7fr1,41.1849975585938,28.0865478515625,107.4322033898305,76.7523173391494,40.0
sx7fr3,41.1849975585938,28.0975341796875,90.89295774647887,91.41141331977632,33.0
sx7fr4,41.1904907226563,28.0865478515625,1592.0282485875707,85.07762338284618,287.0
sx7fr5,41.1959838867188,28.0865478515625,538.5282485875706,86.43531950605443,126.0
sx7fr6,41.1904907226563,28.0975341796875,1770.8841807909605,90.44135617587158,308.0
sx7fr8,41.1795043945313,28.1085205078125,910.3661971830986,89.91314244638792,198.0
sx7fr9,41.1849975585938,28.1085205078125,2104.861971830986,91.87985146142789,325.0
sx7frb,41.1795043945313,28.1195068359375,742.2056338028169,91.17227746495747,162.0
sx7frd,41.1904907226563,28.1085205078125,74.11016949152543,90.17742149198357,22.0
sx7ftv,41.2509155273438,28.0316162109375,1.0,50.25,1.0
sx7fty,41.2564086914063,28.0316162109375,641.9293785310734,74.17920115149334,136.0
sx7ftz,41.2619018554688,28.0316162109375,623.8389830508474,72.1626094255906,140.0
sx7fv7,41.2838745117188,28.0096435546875,1077.7203389830509,39.99136794149383,184.0
sx7fv9,41.2728881835938,28.0206298828125,1.1818181818181819,52.23076923076923,1.0
sx7fvb,41.2673950195313,28.0316162109375,941.5593220338983,65.36406137616878,180.0
sx7fvc,41.2728881835938,28.0316162109375,1051.7542372881355,60.919942473633746,186.0
sx7fvd,41.2783813476563,28.0206298828125,937.0593220338983,56.62099580083983,173.0
sx7fve,41.2838745117188,28.0206298828125,683.867231638418,58.4738358137302,153.0
sx7fvf,41.2783813476563,28.0316162109375,124.37570621468926,55.12227524829098,64.0
sx7fvk,41.2893676757813,28.0096435546875,571.8644067796611,70.21138601969733,138.0
sx7fvm,41.2948608398438,28.0096435546875,612.6271186440678,79.54390390390391,137.0
sx7fvp,41.3058471679688,27.9986572265625,958.3070422535211,73.17621673459603,156.0
sx7fvq,41.3003540039063,28.0096435546875,433.683615819209,73.07348512227442,107.0
sx7fvr,41.3058471679688,28.0096435546875,1037.6129943502824,38.78274415817855,197.0
sx7fw3,41.2289428710938,28.0535888671875,680.4915254237288,84.25803357314149,134.0
sx7fw4,41.2344360351563,28.0426025390625,61.76271186440678,88.89765635834142,23.0
sx7fw5,41.2399291992188,28.0426025390625,681.6242937853108,88.76802207028908,130.0
sx7fw6,41.2344360351563,28.0535888671875,689.271186440678,86.64569099844181,120.0
sx7fw8,41.2234497070313,28.0645751953125,896.6309859154929,74.13359693266236,153.0
sx7fw9,41.2289428710938,28.0645751953125,654.6468926553672,77.03987030142909,132.0
sx7fwh,41.2454223632813,28.0426025390625,676.1892655367232,87.5612856800192,140.0
sx7fwj,41.2509155273438,28.0426025390625,876.867231638418,79.16061368812179,159.0
sx7fwn,41.2564086914063,28.0426025390625,290.364406779661,75.88294797687861,85.0
sx7ghb,41.3113403320313,27.9876708984375,1575.0338028169015,46.093892215568864,230.0
sx7ghc,41.3168334960938,27.9876708984375,1593.2985915492957,65.1459530651341,226.0
sx7ghd,41.3223266601563,27.9766845703125,1221.629943502825,48.60979992811789,197.0
sx7ghe,41.3278198242188,27.9766845703125,680.1355932203389,20.636243386243386,90.0
sx7ghf,41.3223266601563,27.9876708984375,628.6158192090395,62.52344405804053,156.0
sx7ghk,41.3333129882813,27.9656982421875,524.512676056338,54.01575087170855,89.0
sx7ghm,41.3388061523438,27.9656982421875,537.8112676056338,70.96620158768343,92.0
sx7ghq,41.3442993164063,27.9656982421875,257.1887323943662,76.22082978464533,70.0
sx7ghs,41.3333129882813,27.9766845703125,25.89830508474576,15.444665605095542,12.0
sx7gj0,41.3113403320313,27.9986572265625,527.0788732394366,76.36715556624189,112.0
sxhzvq,40.7730102539063,29.4158935546875,331.62994350282486,61.33781512605042,59.0
sxhzvr,40.7785034179688,29.4158935546875,1053.9858757062148,59.76273217495506,188.0
sxhzvt,40.7675170898438,29.4268798828125,895.7090395480226,32.07547621900084,87.0
sxhzvw,40.7730102539063,29.4268798828125,1050.6666666666667,48.35709151892669,125.0
sxk18j,41.0751342773438,28.1304931640625,859.7881355932203,78.53822190270789,135.0
sxk18m,41.0751342773438,28.1414794921875,844.8418079096045,80.64310530729604,141.0
sxk18n,41.0806274414063,28.1304931640625,967.2118644067797,91.77444870565677,135.0
sxk18p,41.0861206054688,28.1304931640625,458.29378531073445,92.71505634140495,93.0
sxk18r,41.0861206054688,28.1414794921875,761.5508474576271,91.10460100647016,133.0
sxk18t,41.0751342773438,28.1524658203125,1097.4293785310736,83.45346748113546,148.0
sxk18v,41.0751342773438,28.1634521484375,1306.2366197183098,67.50485088034495,171.0
sxk19j,41.0751342773438,28.1744384765625,1185.0,79.68403401604982,166.0
sxk19m,41.0751342773438,28.1854248046875,535.0254237288135,82.3329338446788,113.0
sxk19q,41.0806274414063,28.1854248046875,1177.3605633802817,81.85185628742515,165.0
sxk19w,41.0806274414063,28.1964111328125,1290.2845070422536,75.43161676646707,171.0
sxk19y,41.0806274414063,28.2073974609375,1590.512676056338,70.42455089820359,227.0
sxk1b2,41.0916137695313,28.1414794921875,940.638418079096,90.32574577692584,137.0
sxk1b8,41.0916137695313,28.1524658203125,80.84180790960453,89.89590792838875,20.0
sxk1b9,41.0971069335938,28.1524658203125,1007.8870056497175,90.18931224538701,138.0
sxk1bd,41.1026000976563,28.1524658203125,1026.7661971830985,90.20400095831337,143.0
sxk1bf,41.1026000976563,28.1634521484375,38.09065155807365,86.13460635467209,14.0
sxk1bg,41.1080932617188,28.1634521484375,1171.594366197183,77.54796981674453,151.0
sxk1bu,41.1135864257813,28.1634521484375,755.5084745762712,54.35006589193722,113.0
sxk1bx,41.1300659179688,28.1524658203125,1399.6440677966102,89.24568758984188,284.0
sxk1by,41.1245727539063,28.1634521484375,1065.8841807909605,93.96357100059916,212.0
sxk1bz,41.1300659179688,28.1634521484375,1520.1751412429378,92.43160038332535,274.0
sxk1ch,41.1135864257813,28.1744384765625,766.430985915493,84.74925122798611,110.0
sxk1cj,41.1190795898438,28.1744384765625,1225.1971830985915,93.50551030186871,244.0
sxk1cm,41.1190795898438,28.1854248046875,1537.5267605633803,91.44898203592814,290.0
sxk1cn,41.1245727539063,28.1744384765625,517.5536723163842,95.10719424460432,128.0
sxk1cq,41.1245727539063,28.1854248046875,227.35875706214688,94.91414080425069,53.0
sxk1ct,41.1190795898438,28.1964111328125,870.0816901408451,93.83527015694261,175.0
sxk1cv,41.1190795898438,28.2073974609375,1516.7711864406779,90.52833353300586,263.0
sxk1cw,41.1245727539063,28.1964111328125,777.0028248587571,93.17298010069527,141.0
sxk1cy,41.1245727539063,28.2073974609375,1235.680790960452,66.68970887744099,191.0
sxk1cz,41.1300659179688,28.2073974609375,134.17847025495752,59.45707310457073,39.0
sxk1dn,41.0806274414063,28.2183837890625,1863.338028169014,71.4638965393366,246.0
sxk1dq,41.0806274414063,28.2293701171875,1901.1267605633802,75.07733748353886,249.0
sxk1dt,41.0751342773438,28.2403564453125,1160.0676056338027,50.53442701472878,233.0
sxk1dv,41.0751342773438,28.2513427734375,1813.3774647887324,56.38326149425287,291.0
sxk1dw,41.0806274414063,28.2403564453125,2741.1859154929575,49.99485276514245,357.0
sxk1dx,41.0861206054688,28.2403564453125,633.4491525423729,50.14865513928915,81.0
sxk1dz,41.0861206054688,28.2513427734375,575.8502824858757,41.86389255306392,85.0
sxk1ej,41.0751342773438,28.2623291015625,1601.6845070422535,65.29238505747126,231.0
sxk1ek,41.0696411132813,28.2733154296875,1772.5577464788732,62.30304118773947,259.0
sxk1em,41.0751342773438,28.2733154296875,963.9971830985916,60.89372154325425,192.0
sxk1es,41.0696411132813,28.2843017578125,1930.6816901408451,67.28727098551072,282.0
sxk1eu,41.0696411132813,28.2952880859375,2082.7830985915493,64.2440426296252,288.0
sxk1fb,41.0916137695313,28.2513427734375,850.867231638418,50.42365771812081,126.0
sxk1fc,41.0971069335938,28.2513427734375,534.8276836158192,71.09657657657658,77.0
sxk1ff,41.1026000976563,28.2513427734375,219.24858757062148,65.6925511197663,54.0
sxk1fj,41.1190795898438,28.2183837890625,831.361581920904,87.29418813660875,175.0
sxk1fn,41.1245727539063,28.2183837890625,17.22159090909091,61.75856164383562,9.0
sxk1fp,41.1300659179688,28.2183837890625,1450.8587570621469,80.79264494489698,236.0
sxk1fq,41.1245727539063,28.2293701171875,1676.2994350282486,88.4672975563009,285.0
sxk1fr,41.1300659179688,28.2293701171875,1171.4632768361582,89.72729451234125,215.0
sxk1ft,41.1190795898438,28.2403564453125,443.2225352112676,93.18249400479617,105.0
sxk1fu,41.1135864257813,28.2513427734375,287.29378531073445,83.56588122144747,69.0
sxk1fv,41.1190795898438,28.2513427734375,2217.2028169014084,90.2701245807379,369.0
sxk1fw,41.1245727539063,28.2403564453125,1859.0112676056337,92.05617439214276,317.0
sxk1g4,41.1026000976563,28.2623291015625,484.6412429378531,60.186546546546545,83.0
sxk1g5,41.1080932617188,28.2623291015625,515.8870056497175,65.21275063032778,93.0
sxk1g7,41.1080932617188,28.2733154296875,1624.3267605633803,92.43450670498085,268.0
sxk1ge,41.1080932617188,28.2843017578125,1450.143661971831,90.95438218390805,268.0
sxk1gg,41.1080932617188,28.2952880859375,1492.312676056338,87.16884205484374,257.0
sxk1gh,41.1135864257813,28.2623291015625,1512.9096045197741,85.04552533844495,283.0
sxk1gx,41.1300659179688,28.2843017578125,210.4689265536723,77.5344366025797,40.0
sxk1qx,41.0421752929688,28.4161376953125,1862.319209039548,57.94646706586826,304.0
sxk1qy,41.0366821289063,28.4271240234375,953.2401129943503,60.135840919980836,216.0
sxk1qz,41.0421752929688,28.4271240234375,1666.4661016949153,70.33229553346905,276.0
sxk1rg,41.0202026367188,28.4710693359375,1452.2853107344633,70.13919501677049,335.0
sxk1rm,41.0311889648438,28.4490966796875,1299.3926553672316,64.72407185628742,240.0
sxk1rn,41.0366821289063,28.4381103515625,2040.587570621469,53.142121647509576,303.0
sxk1rq,41.0366821289063,28.4490966796875,1169.1920903954801,70.75284397078194,228.0
sxk1rs,41.0256958007813,28.4600830078125,1593.9802259887006,65.65289256198348,346.0
sxk1rt,41.0311889648438,28.4600830078125,2121.968926553672,62.344992812649735,372.0
sxk1ru,41.0256958007813,28.4710693359375,1829.3983050847457,72.45520958083833,347.0
sxk1rw,41.0366821289063,28.4600830078125,406.39830508474574,69.6823157382632,93.0
sxk1rx,41.0421752929688,28.4600830078125,13.291784702549576,72.86684460260973,6.0
sxk1ry,41.0366821289063,28.4710693359375,1.4921465968586387,49.31071428571428,2.0
sxk1rz,41.0421752929688,28.4710693359375,392.54237288135596,67.46811100292113,84.0
sxk1s5,41.0641479492188,28.3062744140625,1251.569014084507,80.93640718562874,234.0
sxk1s7,41.0641479492188,28.3172607421875,1666.2676056338028,71.87868263473054,255.0
sxk1se,41.0641479492188,28.3282470703125,1663.138028169014,73.77389221556886,247.0
sxk1sf,41.0586547851563,28.3392333984375,548.5197740112994,78.17192183191464,135.0
sxk1sg,41.0641479492188,28.3392333984375,1502.030985915493,78.86549287339801,243.0
sxk1sh,41.0696411132813,28.3062744140625,1348.1690140845071,79.95185628742514,236.0
sxk1t4,41.0586547851563,28.3502197265625,1667.2478873239436,70.2264399473117,247.0
sxk1t6,41.0586547851563,28.3612060546875,1189.205633802817,73.57524242787022,200.0
sxk1t9,41.0531616210938,28.3721923828125,1729.5605633802818,46.468327146449525,290.0
sxk1tc,41.0531616210938,28.3831787109375,1716.1295774647888,65.60778443113773,293.0
sxk1td,41.0586547851563,28.3721923828125,1640.7824858757062,56.56082375478927,299.0
sxk1te,41.0641479492188,28.3721923828125,375.8926553672316,51.166546242774565,86.0
sxk1tg,41.0641479492188,28.3831787109375,575.4011299435028,75.23085234093638,104.0
sxk1tr,41.0861206054688,28.3612060546875,956.7887323943662,89.71834191925242,222.0
sxk1tt,41.0751342773438,28.3721923828125,1568.002824858757,88.29599904168663,301.0
sxk1tu,41.0696411132813,28.3831787109375,1833.2401129943503,86.07904191616767,329.0
sxk1tv,41.0751342773438,28.3831787109375,301.9830508474576,89.4905048076923,75.0
sxk1tw,41.0806274414063,28.3721923828125,1505.8079096045199,88.28417395471426,310.0
sxk1tx,41.0861206054688,28.3721923828125,994.6366197183098,90.11095135394201,192.0
sxk1u4,41.1026000976563,28.3062744140625,1256.8870056497176,87.74697496106386,247.0
sxk1u5,41.1080932617188,28.3062744140625,558.430985915493,85.99328939484721,118.0
sxk1u6,41.1026000976563,28.3172607421875,1560.8728813559321,89.87961188308577,292.0
sxk1uc,41.0971069335938,28.3392333984375,1267.6751412429378,89.27267281658081,250.0
sxk1ud,41.1026000976563,28.3282470703125,1404.7577464788733,89.30386872679362,258.0
sxk1uf,41.1026000976563,28.3392333984375,120.44915254237289,85.23591593085438,39.0
sxk1v1,41.0971069335938,28.3502197265625,1924.2591549295776,86.98826487845767,337.0
sxk1v2,41.0916137695313,28.3612060546875,1875.2288135593221,92.24030172413794,335.0
sxk1v3,41.0971069335938,28.3612060546875,660.8531073446328,91.93576992210905,160.0
sxk1w0,41.0476684570313,28.3941650390625,1576.906779661017,78.12167664670659,277.0
sxk1w1,41.0531616210938,28.3941650390625,493.728813559322,74.85150533765143,131.0
sxk1w2,41.0476684570313,28.4051513671875,1625.2090395480227,75.82682634730538,277.0
sxk1w5,41.0641479492188,28.3941650390625,1035.6412429378531,91.05067081935793,220.0
sxk1w6,41.0586547851563,28.4051513671875,556.5323943661972,87.86120100683208,128.0
sxk1w7,41.0641479492188,28.4051513671875,2444.5267605633803,92.46575670498085,388.0
sxk1w8,41.0476684570313,28.4161376953125,1.0,63.6,1.0
sxk1wc,41.0531616210938,28.4271240234375,1408.5903954802259,91.69801149976043,285.0
sxk1wd,41.0586547851563,28.4161376953125,2796.4845070422534,87.14737220160421,419.0
sxk1wf,41.0586547851563,28.4271240234375,1226.2732394366196,89.9832315247335,274.0
sxk1wh,41.0696411132813,28.3941650390625,1328.231638418079,89.86006948604289,259.0
sxk1x1,41.0531616210938,28.4381103515625,2189.313559322034,91.5619686265118,344.0
sxk1x3,41.0531616210938,28.4490966796875,2920.875706214689,88.25512037369745,410.0
sxk1x9,41.0531616210938,28.4600830078125,922.9830508474577,89.5823649215287,198.0
sxk1xb,41.0476684570313,28.4710693359375,329.4717514124294,57.23865300146413,84.0
sxk1xc,41.0531616210938,28.4710693359375,289.1045197740113,81.47613219094248,82.0
sxk1xd,41.0586547851563,28.4600830078125,2157.107344632768,90.20004791566842,344.0
sxk1xf,41.0586547851563,28.4710693359375,1858.5338983050847,90.8369669381888,313.0
sxk1zz,41.1300659179688,28.4710693359375,952.4491525423729,41.374460431654676,126.0
sxk323,41.0092163085938,28.4930419921875,609.7146892655368,77.77657916816493,197.0
sxk324,41.0147094726563,28.4820556640625,1004.0225988700565,72.57822232870149,292.0
sxk325,41.0202026367188,28.4820556640625,1962.1073446327684,74.15979875419262,364.0
sxk326,41.0147094726563,28.4930419921875,1921.1101694915253,75.50508921087295,360.0
sxk329,41.0092163085938,28.5040283203125,1965.1949152542372,80.28713464302827,364.0
sxk32c,41.0092163085938,28.5150146484375,2287.7655367231637,72.34323709117048,421.0
sxk331,41.0092163085938,28.5260009765625,2346.629943502825,70.36883085769047,396.0
sxk333,41.0092163085938,28.5369873046875,1914.0141242937852,61.54394157088122,416.0
sxk336,41.0147094726563,28.5369873046875,2510.830508474576,62.969348659003835,442.0
sxk33d,41.0147094726563,28.5479736328125,3271.2909604519773,61.83692528735632,507.0
sxk33f,41.0147094726563,28.5589599609375,4082.3728813559323,47.940613026819925,695.0
sxk33g,41.0202026367188,28.5589599609375,4623.6214689265535,45.97222222222222,759.0
sxk33t,41.0311889648438,28.5479736328125,425.59887005649716,69.45537428023033,106.0
sxk33u,41.0256958007813,28.5589599609375,2329.30790960452,52.19940119760479,289.0
sxk33v,41.0311889648438,28.5589599609375,1421.6553672316384,58.282616508925365,231.0
sxk33w,41.0366821289063,28.5479736328125,1617.268361581921,55.26755331895519,242.0
sxk33x,41.0421752929688,28.5479736328125,1277.9435028248588,75.87251377905584,230.0
sxk35q,40.9927368164063,28.6248779296875,284.683615819209,28.14760590423617,80.0
sxk35r,40.9982299804688,28.6248779296875,1182.816384180791,32.90751168084342,172.0
sxk365,41.0202026367188,28.5699462890625,5068.926553672316,63.599377394636015,746.0
sxk367,41.0202026367188,28.5809326171875,4738.752112676057,59.958333333333336,685.0
sxk36k,41.0256958007813,28.5809326171875,1758.3898305084747,67.24634730538922,435.0
sxk36s,41.0256958007813,28.5919189453125,4525.619718309859,59.88758529869508,602.0
sxk36u,41.0256958007813,28.6029052734375,4351.718309859155,53.4556446785586,665.0
sxk372,41.0037231445313,28.6248779296875,1360.8418079096045,27.730746197149358,184.0
sxk373,41.0092163085938,28.6248779296875,1740.8926553672316,29.897377559573705,224.0
sxk376,41.0147094726563,28.6248779296875,2535.090395480226,34.23568862275449,328.0
sxk377,41.0202026367188,28.6248779296875,8693.577464788732,41.6657488327547,1159.0
sxk37c,41.0092163085938,28.6468505859375,1270.5310734463276,59.69125748502994,301.0
sxk37d,41.0147094726563,28.6358642578125,5546.988732394366,52.148090506404884,742.0
sxk37e,41.0202026367188,28.6358642578125,6369.912676056338,47.77148671295188,873.0
sxk37f,41.0147094726563,28.6468505859375,7299.2,50.2533221597031,934.0
sxk37h,41.0256958007813,28.6138916015625,4168.299435028249,51.20974500179576,608.0
sxk37k,41.0256958007813,28.6248779296875,6606.627118644068,52.81573275862069,1001.0
sxk37m,41.0311889648438,28.6248779296875,2848.146892655367,54.953663793103445,390.0
sxk37q,41.0366821289063,28.6248779296875,3155.7570621468926,44.077964071856286,444.0
sxk37r,41.0421752929688,28.6248779296875,3525.124293785311,42.74526946107785,478.0
sxk384,41.0586547851563,28.4820556640625,1326.8,92.1166606779255,219.0
sxk386,41.0586547851563,28.4930419921875,1902.374647887324,92.27098551071728,314.0
sxk387,41.0641479492188,28.4930419921875,609.1098591549296,92.39532654284002,143.0
sxk38e,41.0641479492188,28.5040283203125,2276.4,90.82605052077098,347.0
sxk38s,41.0696411132813,28.5040283203125,1887.5464788732395,89.22129086336966,318.0
sxk38t,41.0751342773438,28.5040283203125,2389.8676056338027,89.81424296828247,353.0
sxk38w,41.0806274414063,28.5040283203125,1527.7830985915493,92.38187043467848,245.0
sxk38x,41.0861206054688,28.5040283203125,2761.7774647887322,84.85642438031374,447.0
sxk38y,41.0806274414063,28.5150146484375,1336.3022598870057,78.47826086956522,269.0
sxk38z,41.0861206054688,28.5150146484375,2648.8418079096045,54.95605842911878,465.0
sxk392,41.0476684570313,28.5369873046875,23.463276836158194,81.04705642697087,11.0
sxk393,41.0531616210938,28.5369873046875,1220.6892655367233,84.1434048161016,244.0
sxk395,41.0641479492188,28.5260009765625,798.6281690140845,81.12185478073329,222.0
sxk396,41.0586547851563,28.5369873046875,1323.5323943661972,64.09141008745657,278.0
sxk397,41.0641479492188,28.5369873046875,960.7492957746479,74.8116462976276,252.0
sxk398,41.0476684570313,28.5479736328125,1098.0734463276835,81.15526536480172,219.0
sxk399,41.0531616210938,28.5479736328125,23.16949152542373,79.28562421185372,12.0
sxk39h,41.0696411132813,28.5260009765625,1309.794366197183,86.32790224032587,263.0
sxk39j,41.0751342773438,28.5260009765625,1331.3954802259886,83.78955563540543,265.0
sxk39n,41.0806274414063,28.5260009765625,244.4463276836158,81.60889533478365,73.0
